estado,situacion_completa,fase,visitas,top1_accion,top1_prob,top1_coste,top2_accion,top2_prob,top2_coste,top3_accion,top3_prob,top3_coste
c=A dc=0 h=B dh=0 L=M dL=+ preo=B,contagio Alto (estable); hospital Bajo (estable); restriccion Medio (sube); cumplimiento Bajo,emergencia,1215,"(2, 2, 1, 2)",0.8919,9.0,"(2, 1, 1, 0)",0.0430,4.0,"(1, 1, 0, 1)",0.0135,4.0
c=A dc=0 h=B dh=0 L=M dL=+ preo=M,contagio Alto (estable); hospital Bajo (estable); restriccion Medio (sube); cumplimiento Medio,emergencia,105,"(2, 1, 0, 2)",0.9944,7.0,"(2, 2, 2, 2)",0.0001,10.0,"(0, 2, 0, 1)",0.0001,4.0
c=A dc=0 h=B dh=0 L=M dL=+ preo=A,contagio Alto (estable); hospital Bajo (estable); restriccion Medio (sube); cumplimiento Alto,emergencia,919,"(1, 2, 2, 2)",0.0556,9.0,"(1, 1, 2, 1)",0.0368,6.0,"(1, 0, 0, 0)",0.0298,1.0
c=A dc=0 h=B dh=0 L=A dL=- preo=B,contagio Alto (estable); hospital Bajo (estable); restriccion Alto (baja); cumplimiento Bajo,emergencia,106,"(1, 0, 1, 0)",0.9997,2.0,"(1, 1, 0, 1)",0.0000,4.0,"(2, 0, 2, 0)",0.0000,4.0
c=A dc=0 h=B dh=0 L=A dL=- preo=M,contagio Alto (estable); hospital Bajo (estable); restriccion Alto (baja); cumplimiento Medio,emergencia,15,"(1, 2, 0, 0)",0.1005,3.0,"(2, 0, 1, 0)",0.0853,3.0,"(2, 2, 2, 2)",0.0104,10.0
c=A dc=0 h=B dh=0 L=A dL=- preo=A,contagio Alto (estable); hospital Bajo (estable); restriccion Alto (baja); cumplimiento Alto,emergencia,118,"(1, 0, 0, 2)",0.0270,5.0,"(2, 2, 2, 2)",0.0131,10.0,"(0, 2, 2, 0)",0.0131,4.0
c=A dc=0 h=B dh=0 L=A dL=0 preo=B,contagio Alto (estable); hospital Bajo (estable); restriccion Alto (estable); cumplimiento Bajo,emergencia,119,"(2, 2, 1, 0)",0.9882,5.0,"(2, 2, 2, 2)",0.0001,10.0,"(1, 0, 0, 2)",0.0001,5.0
c=A dc=0 h=B dh=0 L=A dL=0 preo=M,contagio Alto (estable); hospital Bajo (estable); restriccion Alto (estable); cumplimiento Medio,emergencia,6,"(1, 0, 1, 2)",0.8221,6.0,"(2, 2, 2, 2)",0.0022,10.0,"(1, 0, 0, 1)",0.0022,3.0
c=A dc=0 h=B dh=0 L=A dL=0 preo=A,contagio Alto (estable); hospital Bajo (estable); restriccion Alto (estable); cumplimiento Alto,emergencia,152,"(2, 2, 1, 1)",0.0279,7.0,"(2, 2, 1, 2)",0.0199,9.0,"(2, 2, 2, 2)",0.0159,10.0
c=A dc=0 h=B dh=0 L=A dL=+ preo=B,contagio Alto (estable); hospital Bajo (estable); restriccion Alto (sube); cumplimiento Bajo,emergencia,1280,"(2, 2, 2, 2)",0.9236,10.0,"(2, 2, 2, 1)",0.0300,8.0,"(2, 0, 1, 1)",0.0250,5.0
c=A dc=0 h=B dh=0 L=A dL=+ preo=M,contagio Alto (estable); hospital Bajo (estable); restriccion Alto (sube); cumplimiento Medio,emergencia,134,"(0, 1, 1, 0)",0.9299,2.0,"(1, 1, 1, 1)",0.0311,5.0,"(0, 2, 1, 0)",0.0005,3.0
c=A dc=0 h=B dh=0 L=A dL=+ preo=A,contagio Alto (estable); hospital Bajo (estable); restriccion Alto (sube); cumplimiento Alto,emergencia,1204,"(0, 2, 2, 2)",0.0853,8.0,"(2, 2, 2, 2)",0.0336,10.0,"(0, 2, 2, 0)",0.0307,4.0
c=A dc=0 h=B dh=+ L=B dL=- preo=B,contagio Alto (estable); hospital Bajo (sube); restriccion Bajo (baja); cumplimiento Bajo,emergencia,477,"(0, 0, 0, 0)",0.9963,0.0,"(0, 0, 2, 0)",0.0008,2.0,"(2, 2, 2, 2)",0.0006,10.0
c=A dc=0 h=B dh=+ L=B dL=- preo=M,contagio Alto (estable); hospital Bajo (sube); restriccion Bajo (baja); cumplimiento Medio,emergencia,247,"(2, 1, 1, 2)",0.9039,8.0,"(1, 0, 2, 2)",0.0227,7.0,"(1, 2, 2, 0)",0.0069,5.0
c=A dc=0 h=B dh=+ L=B dL=- preo=A,contagio Alto (estable); hospital Bajo (sube); restriccion Bajo (baja); cumplimiento Alto,emergencia,207,"(1, 0, 0, 0)",0.1070,1.0,"(2, 0, 1, 0)",0.0280,3.0,"(1, 2, 2, 0)",0.0239,5.0
c=A dc=0 h=B dh=+ L=B dL=0 preo=B,contagio Alto (estable); hospital Bajo (sube); restriccion Bajo (estable); cumplimiento Bajo,emergencia,73,"(1, 2, 2, 2)",0.9999,9.0,"(1, 1, 0, 1)",0.0000,4.0,"(0, 2, 1, 0)",0.0000,3.0
c=A dc=0 h=B dh=+ L=B dL=0 preo=M,contagio Alto (estable); hospital Bajo (sube); restriccion Bajo (estable); cumplimiento Medio,emergencia,19,"(2, 1, 2, 2)",0.9990,9.0,"(2, 2, 2, 2)",0.0000,10.0,"(1, 0, 0, 2)",0.0000,5.0
c=A dc=0 h=B dh=+ L=B dL=0 preo=A,contagio Alto (estable); hospital Bajo (sube); restriccion Bajo (estable); cumplimiento Alto,emergencia,16,"(2, 2, 2, 2)",0.0128,10.0,"(1, 1, 2, 2)",0.0128,8.0,"(0, 2, 2, 1)",0.0128,6.0
c=A dc=0 h=B dh=+ L=B dL=+ preo=B,contagio Alto (estable); hospital Bajo (sube); restriccion Bajo (sube); cumplimiento Bajo,emergencia,355,"(1, 2, 2, 1)",0.9702,7.0,"(1, 2, 1, 2)",0.0277,8.0,"(1, 2, 1, 1)",0.0009,6.0
c=A dc=0 h=B dh=+ L=B dL=+ preo=M,contagio Alto (estable); hospital Bajo (sube); restriccion Bajo (sube); cumplimiento Medio,emergencia,27,"(2, 1, 0, 1)",0.9600,5.0,"(2, 2, 2, 2)",0.0005,10.0,"(0, 2, 0, 2)",0.0005,6.0
c=A dc=0 h=B dh=+ L=B dL=+ preo=A,contagio Alto (estable); hospital Bajo (sube); restriccion Bajo (sube); cumplimiento Alto,emergencia,28,"(1, 0, 1, 2)",0.8634,6.0,"(1, 0, 1, 1)",0.0017,4.0,"(0, 2, 1, 2)",0.0017,7.0
c=A dc=0 h=B dh=+ L=M dL=- preo=B,contagio Alto (estable); hospital Bajo (sube); restriccion Medio (baja); cumplimiento Bajo,emergencia,141,"(2, 2, 0, 2)",0.9991,8.0,"(0, 1, 2, 2)",0.0006,7.0,"(2, 1, 2, 0)",0.0003,5.0
c=A dc=0 h=B dh=+ L=M dL=- preo=M,contagio Alto (estable); hospital Bajo (sube); restriccion Medio (baja); cumplimiento Medio,emergencia,44,"(1, 1, 2, 0)",0.9969,4.0,"(2, 1, 1, 1)",0.0009,6.0,"(2, 2, 2, 2)",0.0000,10.0
c=A dc=0 h=B dh=+ L=M dL=- preo=A,contagio Alto (estable); hospital Bajo (sube); restriccion Medio (baja); cumplimiento Alto,emergencia,41,"(0, 1, 1, 0)",0.5782,2.0,"(1, 1, 1, 1)",0.0056,5.0,"(1, 0, 2, 2)",0.0056,7.0
c=A dc=0 h=B dh=+ L=M dL=0 preo=B,contagio Alto (estable); hospital Bajo (sube); restriccion Medio (estable); cumplimiento Bajo,emergencia,6,"(2, 0, 2, 1)",0.9996,6.0,"(2, 2, 2, 2)",0.0000,10.0,"(1, 0, 0, 1)",0.0000,3.0
c=A dc=0 h=B dh=+ L=M dL=0 preo=M,contagio Alto (estable); hospital Bajo (sube); restriccion Medio (estable); cumplimiento Medio,emergencia,1,"(0, 2, 1, 0)",0.2780,3.0,"(2, 2, 2, 2)",0.0090,10.0,"(1, 1, 1, 0)",0.0090,3.0
c=A dc=0 h=B dh=+ L=M dL=0 preo=A,contagio Alto (estable); hospital Bajo (sube); restriccion Medio (estable); cumplimiento Alto,emergencia,14,"(1, 2, 1, 2)",0.5172,8.0,"(1, 0, 1, 0)",0.0063,2.0,"(0, 2, 1, 2)",0.0063,7.0
c=A dc=0 h=B dh=+ L=M dL=+ preo=B,contagio Alto (estable); hospital Bajo (sube); restriccion Medio (sube); cumplimiento Bajo,emergencia,993,"(0, 0, 1, 1)",0.9714,3.0,"(0, 0, 0, 1)",0.0153,2.0,"(2, 1, 1, 0)",0.0040,4.0
c=A dc=0 h=B dh=+ L=M dL=+ preo=M,contagio Alto (estable); hospital Bajo (sube); restriccion Medio (sube); cumplimiento Medio,emergencia,60,"(2, 2, 0, 2)",0.9987,8.0,"(1, 2, 0, 1)",0.0007,5.0,"(2, 2, 2, 2)",0.0000,10.0
c=A dc=0 h=B dh=+ L=M dL=+ preo=A,contagio Alto (estable); hospital Bajo (sube); restriccion Medio (sube); cumplimiento Alto,emergencia,41,"(1, 0, 2, 2)",0.6308,7.0,"(2, 2, 2, 2)",0.0048,10.0,"(1, 0, 1, 2)",0.0048,6.0
c=A dc=0 h=B dh=+ L=A dL=- preo=B,contagio Alto (estable); hospital Bajo (sube); restriccion Alto (baja); cumplimiento Bajo,emergencia,131,"(0, 1, 0, 1)",0.9985,3.0,"(0, 0, 1, 1)",0.0007,3.0,"(2, 0, 0, 0)",0.0007,2.0
c=A dc=0 h=B dh=+ L=A dL=- preo=M,contagio Alto (estable); hospital Bajo (sube); restriccion Alto (baja); cumplimiento Medio,emergencia,4,"(2, 0, 2, 2)",0.9940,8.0,"(2, 2, 2, 2)",0.0001,10.0,"(1, 0, 0, 1)",0.0001,3.0
c=A dc=0 h=B dh=+ L=A dL=- preo=A,contagio Alto (estable); hospital Bajo (sube); restriccion Alto (baja); cumplimiento Alto,emergencia,6,"(2, 2, 1, 0)",0.0523,5.0,"(2, 2, 2, 2)",0.0118,10.0,"(1, 0, 0, 2)",0.0118,5.0
c=A dc=0 h=B dh=+ L=A dL=0 preo=B,contagio Alto (estable); hospital Bajo (sube); restriccion Alto (estable); cumplimiento Bajo,emergencia,8,"(1, 2, 2, 2)",0.9999,9.0,"(2, 2, 1, 1)",0.0001,7.0,"(2, 2, 2, 2)",0.0000,10.0
c=A dc=0 h=B dh=+ L=A dL=0 preo=M,contagio Alto (estable); hospital Bajo (sube); restriccion Alto (estable); cumplimiento Medio,emergencia,2,"(0, 0, 1, 2)",0.1589,5.0,"(2, 2, 2, 2)",0.0105,10.0,"(1, 0, 0, 2)",0.0105,5.0
c=A dc=0 h=B dh=+ L=A dL=0 preo=A,contagio Alto (estable); hospital Bajo (sube); restriccion Alto (estable); cumplimiento Alto,emergencia,2,"(0, 1, 1, 1)",0.1410,4.0,"(2, 2, 2, 2)",0.0108,10.0,"(0, 2, 0, 2)",0.0108,6.0
c=A dc=0 h=B dh=+ L=A dL=+ preo=B,contagio Alto (estable); hospital Bajo (sube); restriccion Alto (sube); cumplimiento Bajo,emergencia,541,"(0, 0, 0, 1)",0.9888,2.0,"(2, 2, 1, 2)",0.0020,9.0,"(1, 0, 2, 1)",0.0016,5.0
c=A dc=0 h=B dh=+ L=A dL=+ preo=M,contagio Alto (estable); hospital Bajo (sube); restriccion Alto (sube); cumplimiento Medio,emergencia,95,"(2, 1, 1, 1)",0.9974,6.0,"(2, 2, 1, 1)",0.0012,7.0,"(2, 2, 2, 2)",0.0000,10.0
c=A dc=0 h=B dh=+ L=A dL=+ preo=A,contagio Alto (estable); hospital Bajo (sube); restriccion Alto (sube); cumplimiento Alto,emergencia,3,"(0, 0, 1, 1)",0.0632,3.0,"(2, 2, 2, 2)",0.0117,10.0,"(1, 0, 0, 2)",0.0117,5.0
c=A dc=0 h=M dh=- L=B dL=- preo=B,contagio Alto (estable); hospital Medio (baja); restriccion Bajo (baja); cumplimiento Bajo,emergencia,24,"(2, 0, 1, 2)",0.9971,7.0,"(2, 2, 0, 1)",0.0013,6.0,"(2, 2, 2, 2)",0.0000,10.0
c=A dc=0 h=M dh=- L=B dL=- preo=M,contagio Alto (estable); hospital Medio (baja); restriccion Bajo (baja); cumplimiento Medio,emergencia,72,"(0, 0, 2, 1)",0.9807,4.0,"(1, 0, 2, 0)",0.0081,3.0,"(2, 2, 2, 2)",0.0001,10.0
c=A dc=0 h=M dh=- L=B dL=- preo=A,contagio Alto (estable); hospital Medio (baja); restriccion Bajo (baja); cumplimiento Alto,emergencia,24,"(1, 2, 0, 0)",0.0259,3.0,"(0, 2, 1, 2)",0.0128,7.0,"(0, 2, 2, 0)",0.0128,4.0
c=A dc=0 h=M dh=- L=B dL=0 preo=B,contagio Alto (estable); hospital Medio (baja); restriccion Bajo (estable); cumplimiento Bajo,emergencia,10,"(2, 0, 0, 2)",0.9994,6.0,"(2, 2, 2, 2)",0.0000,10.0,"(0, 2, 0, 2)",0.0000,6.0
c=A dc=0 h=M dh=- L=B dL=0 preo=M,contagio Alto (estable); hospital Medio (baja); restriccion Bajo (estable); cumplimiento Medio,emergencia,16,"(2, 2, 1, 0)",0.9971,5.0,"(2, 2, 2, 2)",0.0000,10.0,"(1, 0, 0, 2)",0.0000,5.0
c=A dc=0 h=M dh=- L=B dL=0 preo=A,contagio Alto (estable); hospital Medio (baja); restriccion Bajo (estable); cumplimiento Alto,emergencia,7,"(2, 2, 2, 2)",0.0126,10.0,"(0, 2, 0, 2)",0.0126,6.0,"(0, 2, 1, 2)",0.0126,7.0
c=A dc=0 h=M dh=- L=B dL=+ preo=B,contagio Alto (estable); hospital Medio (baja); restriccion Bajo (sube); cumplimiento Bajo,emergencia,36,"(2, 0, 2, 1)",0.9997,6.0,"(0, 1, 2, 1)",0.0000,5.0,"(2, 2, 2, 2)",0.0000,10.0
c=A dc=0 h=M dh=- L=B dL=+ preo=M,contagio Alto (estable); hospital Medio (baja); restriccion Bajo (sube); cumplimiento Medio,emergencia,35,"(2, 0, 2, 2)",0.9967,8.0,"(2, 2, 2, 2)",0.0000,10.0,"(0, 2, 0, 1)",0.0000,4.0
c=A dc=0 h=M dh=- L=B dL=+ preo=A,contagio Alto (estable); hospital Medio (baja); restriccion Bajo (sube); cumplimiento Alto,emergencia,8,"(2, 2, 2, 2)",0.0126,10.0,"(1, 0, 1, 1)",0.0126,4.0,"(0, 2, 1, 1)",0.0126,5.0
c=A dc=0 h=M dh=- L=M dL=- preo=B,contagio Alto (estable); hospital Medio (baja); restriccion Medio (baja); cumplimiento Bajo,emergencia,17,"(0, 2, 1, 1)",0.9639,5.0,"(2, 2, 2, 2)",0.0005,10.0,"(1, 1, 1, 0)",0.0005,3.0
c=A dc=0 h=M dh=- L=M dL=- preo=M,contagio Alto (estable); hospital Medio (baja); restriccion Medio (baja); cumplimiento Medio,emergencia,40,"(1, 1, 0, 0)",0.9938,2.0,"(2, 0, 1, 1)",0.0019,5.0,"(1, 1, 1, 1)",0.0001,5.0
c=A dc=0 h=M dh=- L=M dL=- preo=A,contagio Alto (estable); hospital Medio (baja); restriccion Medio (baja); cumplimiento Alto,emergencia,2,"(2, 2, 2, 2)",0.0124,10.0,"(1, 0, 1, 0)",0.0124,2.0,"(0, 2, 1, 2)",0.0124,7.0
c=A dc=0 h=M dh=- L=M dL=0 preo=B,contagio Alto (estable); hospital Medio (baja); restriccion Medio (estable); cumplimiento Bajo,emergencia,5,"(0, 0, 2, 0)",0.9924,2.0,"(2, 2, 2, 2)",0.0001,10.0,"(1, 0, 0, 2)",0.0001,5.0
c=A dc=0 h=M dh=- L=M dL=0 preo=M,contagio Alto (estable); hospital Medio (baja); restriccion Medio (estable); cumplimiento Medio,emergencia,18,"(0, 2, 0, 0)",0.9959,2.0,"(0, 2, 0, 2)",0.0001,6.0,"(0, 2, 1, 0)",0.0001,3.0
c=A dc=0 h=M dh=- L=M dL=0 preo=A,contagio Alto (estable); hospital Medio (baja); restriccion Medio (estable); cumplimiento Alto,emergencia,3,"(0, 1, 1, 1)",0.0481,4.0,"(2, 2, 2, 2)",0.0120,10.0,"(0, 2, 1, 0)",0.0120,3.0
c=A dc=0 h=M dh=- L=M dL=+ preo=B,contagio Alto (estable); hospital Medio (baja); restriccion Medio (sube); cumplimiento Bajo,emergencia,59,"(0, 0, 0, 2)",0.9932,4.0,"(2, 2, 2, 2)",0.0001,10.0,"(1, 0, 0, 2)",0.0001,5.0
c=A dc=0 h=M dh=- L=M dL=+ preo=M,contagio Alto (estable); hospital Medio (baja); restriccion Medio (sube); cumplimiento Medio,emergencia,103,"(1, 1, 2, 2)",0.9975,8.0,"(2, 1, 0, 1)",0.0011,5.0,"(2, 2, 2, 2)",0.0000,10.0
c=A dc=0 h=M dh=- L=M dL=+ preo=A,contagio Alto (estable); hospital Medio (baja); restriccion Medio (sube); cumplimiento Alto,emergencia,30,"(2, 2, 2, 2)",0.0131,10.0,"(0, 2, 2, 0)",0.0131,4.0,"(1, 1, 2, 1)",0.0131,6.0
c=A dc=0 h=M dh=- L=A dL=- preo=B,contagio Alto (estable); hospital Medio (baja); restriccion Alto (baja); cumplimiento Bajo,emergencia,0,"(2, 2, 2, 2)",0.0123,10.0,"(1, 1, 1, 0)",0.0123,3.0,"(0, 2, 1, 0)",0.0123,3.0
c=A dc=0 h=M dh=- L=A dL=- preo=M,contagio Alto (estable); hospital Medio (baja); restriccion Alto (baja); cumplimiento Medio,emergencia,0,"(2, 2, 2, 2)",0.0123,10.0,"(1, 1, 1, 0)",0.0123,3.0,"(0, 2, 1, 0)",0.0123,3.0
c=A dc=0 h=M dh=- L=A dL=- preo=A,contagio Alto (estable); hospital Medio (baja); restriccion Alto (baja); cumplimiento Alto,emergencia,1,"(2, 2, 2, 2)",0.0124,10.0,"(2, 2, 2, 1)",0.0124,8.0,"(0, 2, 1, 0)",0.0124,3.0
c=A dc=0 h=M dh=- L=A dL=0 preo=B,contagio Alto (estable); hospital Medio (baja); restriccion Alto (estable); cumplimiento Bajo,emergencia,0,"(2, 2, 2, 2)",0.0123,10.0,"(1, 1, 1, 0)",0.0123,3.0,"(0, 2, 1, 0)",0.0123,3.0
c=A dc=0 h=M dh=- L=A dL=0 preo=M,contagio Alto (estable); hospital Medio (baja); restriccion Alto (estable); cumplimiento Medio,emergencia,1,"(2, 2, 2, 2)",0.0124,10.0,"(1, 1, 1, 0)",0.0124,3.0,"(0, 2, 1, 0)",0.0124,3.0
c=A dc=0 h=M dh=- L=A dL=0 preo=A,contagio Alto (estable); hospital Medio (baja); restriccion Alto (estable); cumplimiento Alto,emergencia,0,"(2, 2, 2, 2)",0.0123,10.0,"(1, 1, 1, 0)",0.0123,3.0,"(0, 2, 1, 0)",0.0123,3.0
c=A dc=0 h=M dh=- L=A dL=+ preo=B,contagio Alto (estable); hospital Medio (baja); restriccion Alto (sube); cumplimiento Bajo,emergencia,315,"(0, 1, 1, 0)",0.9885,2.0,"(2, 1, 2, 2)",0.0054,9.0,"(0, 2, 2, 2)",0.0019,8.0
c=A dc=0 h=M dh=- L=A dL=+ preo=M,contagio Alto (estable); hospital Medio (baja); restriccion Alto (sube); cumplimiento Medio,emergencia,153,"(0, 1, 0, 1)",0.9565,3.0,"(1, 2, 2, 2)",0.0342,9.0,"(2, 2, 2, 2)",0.0001,10.0
c=A dc=0 h=M dh=- L=A dL=+ preo=A,contagio Alto (estable); hospital Medio (baja); restriccion Alto (sube); cumplimiento Alto,emergencia,5,"(2, 1, 2, 0)",0.0482,5.0,"(2, 2, 2, 2)",0.0120,10.0,"(0, 2, 0, 1)",0.0120,4.0
c=A dc=0 h=M dh=0 L=B dL=- preo=B,contagio Alto (estable); hospital Medio (estable); restriccion Bajo (baja); cumplimiento Bajo,emergencia,161,"(2, 1, 0, 0)",0.4560,3.0,"(1, 1, 0, 2)",0.0092,6.0,"(2, 2, 2, 2)",0.0072,10.0
c=A dc=0 h=M dh=0 L=B dL=- preo=M,contagio Alto (estable); hospital Medio (estable); restriccion Bajo (baja); cumplimiento Medio,emergencia,74,"(2, 1, 2, 2)",0.9985,9.0,"(0, 1, 1, 1)",0.0004,4.0,"(1, 2, 2, 1)",0.0001,7.0
c=A dc=0 h=M dh=0 L=B dL=- preo=A,contagio Alto (estable); hospital Medio (estable); restriccion Bajo (baja); cumplimiento Alto,emergencia,166,"(2, 1, 0, 2)",0.0166,7.0,"(1, 2, 1, 2)",0.0165,8.0,"(2, 1, 2, 1)",0.0162,7.0
c=A dc=0 h=M dh=0 L=B dL=0 preo=B,contagio Alto (estable); hospital Medio (estable); restriccion Bajo (estable); cumplimiento Bajo,emergencia,35,"(1, 1, 1, 1)",0.7766,5.0,"(1, 1, 1, 0)",0.0028,3.0,"(0, 2, 1, 0)",0.0028,3.0
c=A dc=0 h=M dh=0 L=B dL=0 preo=M,contagio Alto (estable); hospital Medio (estable); restriccion Bajo (estable); cumplimiento Medio,emergencia,17,"(0, 0, 2, 1)",0.9893,4.0,"(2, 2, 2, 2)",0.0001,10.0,"(1, 0, 1, 0)",0.0001,2.0
c=A dc=0 h=M dh=0 L=B dL=0 preo=A,contagio Alto (estable); hospital Medio (estable); restriccion Bajo (estable); cumplimiento Alto,emergencia,33,"(2, 2, 2, 2)",0.0134,10.0,"(1, 0, 0, 2)",0.0134,5.0,"(0, 2, 1, 1)",0.0134,5.0
c=A dc=0 h=M dh=0 L=B dL=+ preo=B,contagio Alto (estable); hospital Medio (estable); restriccion Bajo (sube); cumplimiento Bajo,emergencia,78,"(2, 0, 2, 1)",0.3818,6.0,"(0, 2, 0, 2)",0.0077,6.0,"(0, 2, 1, 0)",0.0077,3.0
c=A dc=0 h=M dh=0 L=B dL=+ preo=M,contagio Alto (estable); hospital Medio (estable); restriccion Bajo (sube); cumplimiento Medio,emergencia,33,"(2, 2, 2, 2)",0.9996,10.0,"(1, 0, 1, 1)",0.0000,4.0,"(0, 2, 1, 2)",0.0000,7.0
c=A dc=0 h=M dh=0 L=B dL=+ preo=A,contagio Alto (estable); hospital Medio (estable); restriccion Bajo (sube); cumplimiento Alto,emergencia,29,"(1, 1, 2, 2)",0.0163,8.0,"(0, 2, 1, 2)",0.0133,7.0,"(0, 2, 2, 0)",0.0133,4.0
c=A dc=0 h=M dh=0 L=M dL=- preo=B,contagio Alto (estable); hospital Medio (estable); restriccion Medio (baja); cumplimiento Bajo,emergencia,66,"(0, 0, 1, 0)",0.8152,1.0,"(2, 2, 2, 2)",0.0024,10.0,"(1, 0, 1, 0)",0.0024,2.0
c=A dc=0 h=M dh=0 L=M dL=- preo=M,contagio Alto (estable); hospital Medio (estable); restriccion Medio (baja); cumplimiento Medio,emergencia,52,"(0, 2, 2, 1)",0.9166,6.0,"(2, 2, 2, 1)",0.0200,8.0,"(1, 0, 0, 2)",0.0008,5.0
c=A dc=0 h=M dh=0 L=M dL=- preo=A,contagio Alto (estable); hospital Medio (estable); restriccion Medio (baja); cumplimiento Alto,emergencia,64,"(2, 1, 2, 2)",0.0171,9.0,"(0, 0, 0, 0)",0.0134,0.0,"(1, 1, 0, 1)",0.0134,4.0
c=A dc=0 h=M dh=0 L=M dL=0 preo=B,contagio Alto (estable); hospital Medio (estable); restriccion Medio (estable); cumplimiento Bajo,emergencia,23,"(1, 0, 0, 0)",0.0795,1.0,"(2, 2, 2, 2)",0.0117,10.0,"(1, 0, 0, 2)",0.0117,5.0
c=A dc=0 h=M dh=0 L=M dL=0 preo=M,contagio Alto (estable); hospital Medio (estable); restriccion Medio (estable); cumplimiento Medio,emergencia,20,"(1, 0, 2, 2)",0.9848,7.0,"(2, 0, 2, 2)",0.0094,8.0,"(1, 1, 1, 1)",0.0001,5.0
c=A dc=0 h=M dh=0 L=M dL=0 preo=A,contagio Alto (estable); hospital Medio (estable); restriccion Medio (estable); cumplimiento Alto,emergencia,38,"(2, 2, 2, 2)",0.0131,10.0,"(1, 0, 2, 0)",0.0131,3.0,"(1, 0, 0, 0)",0.0131,1.0
c=A dc=0 h=M dh=0 L=M dL=+ preo=B,contagio Alto (estable); hospital Medio (estable); restriccion Medio (sube); cumplimiento Bajo,emergencia,152,"(2, 2, 2, 0)",0.5278,6.0,"(0, 2, 1, 0)",0.0236,3.0,"(1, 0, 0, 2)",0.0058,5.0
c=A dc=0 h=M dh=0 L=M dL=+ preo=M,contagio Alto (estable); hospital Medio (estable); restriccion Medio (sube); cumplimiento Medio,emergencia,76,"(2, 0, 1, 2)",0.9978,7.0,"(1, 0, 0, 0)",0.0007,1.0,"(2, 2, 2, 2)",0.0000,10.0
c=A dc=0 h=M dh=0 L=M dL=+ preo=A,contagio Alto (estable); hospital Medio (estable); restriccion Medio (sube); cumplimiento Alto,emergencia,102,"(0, 1, 0, 0)",0.0192,1.0,"(0, 0, 0, 0)",0.0143,0.0,"(1, 1, 1, 0)",0.0143,3.0
c=A dc=0 h=M dh=0 L=A dL=- preo=B,contagio Alto (estable); hospital Medio (estable); restriccion Alto (baja); cumplimiento Bajo,emergencia,9,"(2, 2, 1, 0)",0.1112,5.0,"(2, 2, 2, 2)",0.0113,10.0,"(1, 0, 0, 2)",0.0113,5.0
c=A dc=0 h=M dh=0 L=A dL=- preo=M,contagio Alto (estable); hospital Medio (estable); restriccion Alto (baja); cumplimiento Medio,emergencia,0,"(2, 2, 2, 2)",0.0123,10.0,"(1, 1, 1, 0)",0.0123,3.0,"(0, 2, 1, 0)",0.0123,3.0
c=A dc=0 h=M dh=0 L=A dL=- preo=A,contagio Alto (estable); hospital Medio (estable); restriccion Alto (baja); cumplimiento Alto,emergencia,9,"(1, 1, 1, 2)",0.0133,7.0,"(0, 2, 1, 0)",0.0125,3.0,"(0, 2, 1, 1)",0.0125,5.0
c=A dc=0 h=M dh=0 L=A dL=0 preo=B,contagio Alto (estable); hospital Medio (estable); restriccion Alto (estable); cumplimiento Bajo,emergencia,17,"(0, 1, 2, 0)",0.4741,3.0,"(1, 2, 2, 0)",0.0191,5.0,"(2, 2, 2, 2)",0.0065,10.0
c=A dc=0 h=M dh=0 L=A dL=0 preo=M,contagio Alto (estable); hospital Medio (estable); restriccion Alto (estable); cumplimiento Medio,emergencia,3,"(0, 1, 2, 1)",0.9048,5.0,"(2, 2, 2, 2)",0.0012,10.0,"(0, 2, 0, 2)",0.0012,6.0
c=A dc=0 h=M dh=0 L=A dL=0 preo=A,contagio Alto (estable); hospital Medio (estable); restriccion Alto (estable); cumplimiento Alto,emergencia,6,"(2, 2, 2, 2)",0.0125,10.0,"(1, 0, 1, 1)",0.0125,4.0,"(0, 2, 2, 0)",0.0125,4.0
c=A dc=0 h=M dh=0 L=A dL=+ preo=B,contagio Alto (estable); hospital Medio (estable); restriccion Alto (sube); cumplimiento Bajo,emergencia,407,"(2, 0, 2, 1)",0.5950,6.0,"(2, 0, 1, 1)",0.0420,5.0,"(2, 0, 1, 0)",0.0266,3.0
c=A dc=0 h=M dh=0 L=A dL=+ preo=M,contagio Alto (estable); hospital Medio (estable); restriccion Alto (sube); cumplimiento Medio,emergencia,111,"(2, 1, 2, 1)",0.8883,7.0,"(0, 1, 2, 0)",0.0110,3.0,"(0, 1, 2, 2)",0.0055,7.0
c=A dc=0 h=M dh=0 L=A dL=+ preo=A,contagio Alto (estable); hospital Medio (estable); restriccion Alto (sube); cumplimiento Alto,emergencia,117,"(1, 2, 2, 2)",0.0153,9.0,"(2, 1, 0, 2)",0.0153,7.0,"(1, 1, 1, 2)",0.0153,7.0
c=A dc=0 h=M dh=+ L=B dL=- preo=B,contagio Alto (estable); hospital Medio (sube); restriccion Bajo (baja); cumplimiento Bajo,emergencia,121,"(2, 1, 0, 2)",0.1333,7.0,"(2, 1, 2, 0)",0.0809,5.0,"(0, 2, 0, 0)",0.0609,2.0
c=A dc=0 h=M dh=+ L=B dL=- preo=M,contagio Alto (estable); hospital Medio (sube); restriccion Bajo (baja); cumplimiento Medio,emergencia,171,"(0, 0, 0, 0)",0.9760,0.0,"(0, 0, 0, 2)",0.0037,4.0,"(1, 0, 1, 0)",0.0003,2.0
